id
mdp.39015062842466
mdp.39015062864163
mdp.39015063205838
mdp.39015063313327
mdp.39015064549358
mdp.39015064549374
mdp.39015064549382
mdp.39015064549390
mdp.39015064549408
mdp.39015064549416
mdp.39015064549424
mdp.39015064777744
mdp.39015064868881
mdp.39015064929204
mdp.39015064934865
mdp.39015064957643
mdp.39015064966065
mdp.39015066031553
mdp.39015066050967
mdp.39015066165534
mdp.39015066736474
mdp.39015066901136
mdp.39015067503089
mdp.39015067700834
mdp.39015067701568
mdp.39015067706724
mdp.39015069208638
mdp.39015069208786
mdp.39015070731107
mdp.39015072475059
mdp.39015073867494
mdp.39015074051551
mdp.39015074068381
mdp.39015075624703
mdp.39015078244319
mdp.39015078409466
mdp.39015079655083
mdp.39015079754878
mdp.39015079755024
mdp.39015079914654
mdp.39015080878211
mdp.39015080896411
mdp.39015082683023
mdp.39015082757165
mdp.39015084108904
mdp.39015084126393
mdp.39076002389653
mdp.39076002501646
mdp.39076002876907
mdp.49015002296391
mdp.49015002296797
mdp.49015002776970
mdp.49015002859636
mdp.49015002880301
mdp.49015002880319
mdp.49015002910504
mdp.49015002911163
mdp.49015002911171
mdp.49015002911189
mdp.49015002914134
mdp.49015002947530
mdp.49015003011393
mdp.49015003017093
mdp.49015003128098
nyp.33433042806236
nyp.33433043613078
nyp.33433067041651
osu.32435083424101
pst.000021182211
pst.000021276453
pst.000022541406
pst.000026475035
pst.000026627373
pst.000026733265
pst.000030000728
pst.000032463590
pst.000033604763
pst.000043103423
pst.000043875214
pst.000045372223
pst.000049153316
pst.000049941449
pst.000050487042
pst.000051134907
pst.000053889829
pst.000056734546
pst.000057250236
pst.000058007440
pst.000060310293
pst.000067093502
pst.000067590742
pst.000067590759
txu.059173008348155
uc1.31175036646258
uc1.31210016661066
uc1.31210024149286
uc1.31822015513351
uc1.31822025347923
uc1.31822033044041
uc1.31822034595314
uc1.31822035106160
uc1.31822036226371
uc1.31822042304378
uc1.32106011224422
uc1.32106011621718
uc1.32106012318637
uc1.32106013025330
uc1.32106013464307
uc1.32106016701929
uc1.32106017290658
uc1.32106017348688
uc1.32106017433936
uc1.32106018148491
uc1.32106018597952
uc1.32106018602224
uc1.32106018819190
uc1.32106018867322
uc1.32106019091633
uc1.32106019114492
uc1.32106019135497
uc1.32106019227708
uc1.32106019527388
uc1.32106019803888
uc1.32106020098874
uc1.b4310389
uc1.b4320392
uc1.b4346188
uc1.b4936502
uc1.b4956619
uc1.c099760312
uc1.c2573740
uc1.c3390153
uc1.x70930
uc1.x74202
uc1.x82960
ucbk.ark:/28722/h21834q5t
ucbk.ark:/28722/h2g44j64m
ucbk.ark:/28722/h2js9ht4b
ucbk.ark:/28722/h2r78646k
ucbk.ark:/28722/h2vq2sf1q
ucbk.ark:/28722/h2w669g4g
uiug.30112107095744
umn.31951d01863167c
umn.31951d02655326k
umn.31951p00573830i
umn.31951p00801970x
uva.x000827866
uva.x001667194
uva.x001741719
uva.x002111553
uva.x002437009
uva.x002631201
uva.x004224005
uva.x004497841
uva.x004521221
uva.x004690620
uva.x004832762
uva.x004833338
uva.x004896125
uva.x006018390
uva.x006107786
uva.x030357065
wu.89017790163
